source,target,distance,type
25847,5166,0.0,same
25847,18645,0.0,same
25847,15238,0.0,same
25847,2387,0.0,same
25847,25006,0.0,same
25847,16302,0.66,sim
25847,13104,0.66,sim
25847,12624,0.66,sim
25847,9742,0.66,sim
25846,4490,0.0,same
25846,4273,0.0,same
25846,6235,0.73,sim
25846,6135,0.82,sim
25846,7529,0.9,sim
25846,7525,0.9,sim
25846,16085,0.9,sim
25846,10541,0.92,sim
25846,18811,0.92,sim
25845,4489,0.0,same
25845,4570,0.85,sim
25845,15981,0.85,sim
25845,23590,1.07,sim
25845,22849,1.43,sim
25845,23565,1.43,sim
25845,20477,1.43,sim
25845,2966,1.43,sim
25845,18367,1.43,sim
25843,16919,1.21,sim
25843,16955,1.3,sim
25843,6946,1.38,sim
25843,7092,1.38,sim
25843,10716,1.38,sim
25843,6941,1.38,sim
25843,274,1.38,sim
25843,7083,1.38,sim
25843,260,1.38,sim
25841,20897,1.26,sim
25841,10628,1.52,sim
25841,11003,1.53,sim
25841,9879,1.56,sim
25841,18706,1.79,sim
25841,13452,1.88,sim
25841,21406,1.89,sim
25841,7953,1.95,sim
25841,7259,1.95,sim
25840,14051,0.2,sim
25840,15976,0.24,sim
25840,14812,0.4,sim
25840,16043,0.74,sim
25840,7370,1.3,sim
25840,5764,1.36,sim
25840,20142,1.44,sim
25840,18091,1.54,sim
25840,15588,1.55,sim
25838,19056,0.81,sim
25838,18312,1.07,sim
25838,18316,1.07,sim
25838,11434,1.14,sim
25838,11431,1.14,sim
25838,3994,1.19,sim
25838,3985,1.24,sim
25838,24106,1.32,sim
25838,10077,1.47,sim
25837,15660,0.0,same
25837,23299,0.0,same
25836,15659,0.0,same
25836,23298,0.0,same
25836,4362,0.64,sim
25836,4358,1.0,sim
25836,20018,1.82,sim
25836,3847,1.93,sim
25836,370,1.97,sim
25835,23297,0.0,same
25835,15658,0.0,same
25835,25827,0.54,sim
25835,23289,0.54,sim
25835,15650,0.54,sim
25835,6306,1.13,sim
25835,16970,1.17,sim
25835,1818,1.19,sim
25835,16974,1.3,sim
25834,23291,0.0,same
25834,15657,0.0,same
25834,23296,0.0,same
25834,25829,0.0,same
25834,15652,0.0,same
25834,25826,0.5,sim
25834,15649,0.5,sim
25834,23288,0.5,sim
25834,18089,0.83,sim
25833,23295,0.0,same
25833,15656,0.0,same
25833,6905,1.79,sim
25833,5156,1.79,sim
25832,16154,0.0,same
25832,15655,0.0,same
25832,23294,0.0,same
25832,6733,0.0,same
25832,5431,0.0,same
25832,8822,0.17,sim
25832,15241,0.17,sim
25832,843,0.23,sim
25832,14551,0.27,sim
25831,23293,0.0,same
25831,15654,0.0,same
25831,14291,1.7,sim
25831,22804,1.9,sim
25831,9147,1.94,sim
25831,16280,1.98,sim
25830,15653,0.0,same
25830,23292,0.0,same
25828,23290,0.0,same
25828,15651,0.0,same
25828,23287,1.81,sim
25828,25825,1.81,sim
25828,15648,1.81,sim
25827,15650,0.0,same
25827,23289,0.0,same
25827,23297,0.54,sim
25827,15658,0.54,sim
25827,25835,0.54,sim
25827,16970,1.05,sim
25827,6306,1.19,sim
25827,16974,1.19,sim
25827,1818,1.28,sim
25826,23288,0.0,same
25826,15649,0.0,same
25826,23296,0.5,sim
25826,25834,0.5,sim
25826,25829,0.5,sim
25826,15652,0.5,sim
25826,15657,0.5,sim
25826,23291,0.5,sim
25826,18089,0.89,sim
25825,23287,0.0,same
25825,15648,0.0,same
25825,25828,1.81,sim
25825,15651,1.81,sim
25825,23290,1.81,sim
25824,15647,0.0,same
25824,23286,0.0,same
25824,10301,0.88,sim
25824,12048,1.01,sim
25824,10296,1.01,sim
25824,10291,1.01,sim
25824,10293,1.01,sim
25824,19457,1.01,sim
25824,19463,1.16,sim
25823,5745,1.51,sim
25823,6070,1.69,sim
25818,4064,1.52,sim
25818,4008,1.74,sim
25818,4442,1.78,sim
25818,1009,1.84,sim
25818,5032,1.88,sim
25818,20400,1.9,sim
25818,6406,1.92,sim
25818,21971,1.98,sim
25818,19464,1.98,sim
25817,10056,0.82,sim
25817,20065,0.99,sim
25817,23638,1.08,sim
25817,3451,1.25,sim
25817,10898,1.3,sim
25817,13357,1.45,sim
25817,12088,1.45,sim
25817,13535,1.52,sim
25817,13537,1.52,sim
25814,24691,0.64,sim
25814,12651,0.72,sim
25814,12644,0.72,sim
25814,7938,0.76,sim
25814,4773,0.79,sim
25814,10959,0.82,sim
25814,12655,0.82,sim
25814,2687,1.24,sim
25814,878,1.24,sim
25809,10709,0.0,same
25809,6610,0.48,sim
25809,16070,0.64,sim
25809,6602,0.84,sim
25809,23360,0.94,sim
25809,23364,0.94,sim
25809,10220,0.97,sim
25809,3451,0.97,sim
25809,23479,0.97,sim
25806,13307,0.0,same
25806,13319,0.0,same
25806,2791,0.0,same
25806,2794,0.0,same
25806,2783,0.0,same
25806,13309,0.0,same
25806,13321,0.0,same
25806,6382,0.0,same
25806,13355,0.0,same
25806,20216,0.0,same
25804,3200,0.0,same
25804,3202,0.0,same
25804,24419,0.0,same
25804,6679,0.0,same
25804,25798,0.0,same
25804,24425,0.0,same
25804,1755,0.0,same
25804,12166,0.0,same
25804,12155,0.0,same
25803,13307,0.0,same
25803,13319,0.0,same
25803,2791,0.0,same
25803,2794,0.0,same
25803,2783,0.0,same
25803,13309,0.0,same
25803,13321,0.0,same
25803,6382,0.0,same
25803,13355,0.0,same
25803,20216,0.0,same
25802,25799,0.0,same
25802,8233,1.28,sim
25802,15682,1.28,sim
25802,15693,1.77,sim
25801,3200,0.0,same
25801,3202,0.0,same
25801,24419,0.0,same
25801,6679,0.0,same
25801,25798,0.0,same
25801,24425,0.0,same
25801,1755,0.0,same
25801,25804,0.0,same
25801,12166,0.0,same
25801,12155,0.0,same
25800,13307,0.0,same
25800,13319,0.0,same
25800,2791,0.0,same
25800,2794,0.0,same
25800,2783,0.0,same
25800,13309,0.0,same
25800,13321,0.0,same
25800,6382,0.0,same
25800,13355,0.0,same
25800,20216,0.0,same
25797,13307,0.0,same
25797,13319,0.0,same
25797,2791,0.0,same
25797,2794,0.0,same
25797,2783,0.0,same
25797,13309,0.0,same
25797,13321,0.0,same
25797,6382,0.0,same
25797,13355,0.0,same
25797,20216,0.0,same
25796,14497,0.63,sim
25796,15340,1.01,sim
25796,703,1.12,sim
25796,5039,1.17,sim
25796,12313,1.18,sim
25796,14255,1.18,sim
25796,18956,1.18,sim
25796,18151,1.31,sim
25796,7352,1.39,sim
25795,13307,0.0,same
25795,13319,0.0,same
25795,2791,0.0,same
25795,2794,0.0,same
25795,2783,0.0,same
25795,13309,0.0,same
25795,13321,0.0,same
25795,6382,0.0,same
25795,13355,0.0,same
25795,20216,0.0,same
25794,463,1.51,sim
25794,15890,1.51,sim
25794,20998,1.6,sim
25794,6673,1.65,sim
25794,16230,1.9,sim
25794,4975,1.97,sim
25794,12361,2.0,sim
25794,6674,2.0,sim
25793,25416,0.0,same
25793,5961,0.0,same
25793,13920,0.0,same
25793,11257,0.0,same
25793,8764,0.0,same
25793,25771,0.0,same
25793,25791,0.0,same
25793,25777,0.0,same
25793,5507,0.0,same
25792,25786,0.0,same
25792,25776,0.0,same
25792,25772,0.0,same
25792,25790,0.0,same
25792,25768,0.0,same
25792,25778,0.0,same
25792,9780,0.6,sim
25792,9771,1.19,sim
25792,2749,1.19,sim
25789,25793,0.0,same
25789,25416,0.0,same
25789,5961,0.0,same
25789,13920,0.0,same
25789,11257,0.0,same
25789,8764,0.0,same
25789,25771,0.0,same
25789,25791,0.0,same
25789,25777,0.0,same
25789,5507,0.0,same
25788,23765,0.52,sim
25788,8947,0.6,sim
25788,8943,0.6,sim
25788,10089,0.67,sim
25788,19535,0.67,sim
25788,12152,0.67,sim
25788,5987,0.79,sim
25788,8940,0.84,sim
25788,8656,0.94,sim
25787,25793,0.0,same
25787,25416,0.0,same
25787,5961,0.0,same
25787,13920,0.0,same
25787,11257,0.0,same
25787,8764,0.0,same
25787,25771,0.0,same
25787,25791,0.0,same
25787,25777,0.0,same
25787,5507,0.0,same
25785,25793,0.0,same
25785,25416,0.0,same
25785,5961,0.0,same
25785,13920,0.0,same
25785,11257,0.0,same
25785,8764,0.0,same
25785,25771,0.0,same
25785,25791,0.0,same
25785,25777,0.0,same
25785,5507,0.0,same
25784,2724,0.91,sim
25784,25588,1.05,sim
25784,378,1.13,sim
25784,15678,1.31,sim
25784,373,1.34,sim
25784,25774,1.42,sim
25784,7026,1.42,sim
25784,5987,1.46,sim
25784,8662,1.48,sim
25783,25793,0.0,same
25783,25416,0.0,same
25783,5961,0.0,same
25783,13920,0.0,same
25783,11257,0.0,same
25783,8764,0.0,same
25783,25771,0.0,same
25783,25791,0.0,same
25783,25777,0.0,same
25783,5507,0.0,same
25782,11253,1.19,sim
25782,20296,1.38,sim
25782,19860,1.46,sim
25782,5962,1.63,sim
25782,5956,1.67,sim
25782,15059,1.7,sim
25782,18581,1.71,sim
25782,22953,1.72,sim
25782,11251,1.73,sim
25781,15678,0.34,sim
25781,373,0.42,sim
25781,8372,0.6,sim
25781,8370,0.6,sim
25781,19552,0.67,sim
25781,23368,0.69,sim
25781,2724,0.81,sim
25781,904,1.29,sim
25781,901,1.29,sim
25779,5470,0.0,same
25779,5468,0.0,same
25779,9652,0.0,same
25779,11874,0.0,same
25779,7249,0.0,same
25779,9649,0.0,same
25779,12475,0.0,same
25779,11287,0.0,same
25779,11279,0.0,same
25775,25793,0.0,same
25775,25416,0.0,same
25775,5961,0.0,same
25775,13920,0.0,same
25775,11257,0.0,same
25775,8764,0.0,same
25775,25771,0.0,same
25775,25791,0.0,same
25775,25777,0.0,same
25775,5507,0.0,same
25774,7026,1.14,sim
25774,5987,1.23,sim
25774,19535,1.23,sim
25774,12152,1.23,sim
25774,8656,1.27,sim
25774,7427,1.27,sim
25774,9158,1.27,sim
25774,11562,1.27,sim
25774,6700,1.27,sim
25773,25769,0.0,same
25773,10467,1.01,sim
25773,3138,1.05,sim
25773,5518,1.05,sim
25773,16896,1.05,sim
25773,9795,1.05,sim
25773,8234,1.05,sim
25773,23764,1.06,sim
25773,10210,1.06,sim
25770,8662,0.84,sim
25770,2873,1.2,sim
25770,6692,1.32,sim
25770,11150,1.32,sim
25770,14925,1.32,sim
25770,24809,1.32,sim
25770,25786,1.35,sim
25770,25790,1.35,sim
25770,25776,1.35,sim
25767,13225,0.93,sim
25767,13221,0.93,sim
25767,11367,1.76,sim
25767,1150,1.82,sim
25767,4127,1.86,sim
25767,18757,1.91,sim
25767,7143,1.95,sim
25767,10729,1.96,sim
25767,22072,1.96,sim
25766,12697,0.2,sim
25766,4910,0.24,sim
25766,627,0.24,sim
25766,21134,0.57,sim
25766,7283,0.91,sim
25766,14720,1.11,sim
25766,795,1.17,sim
25766,13152,1.22,sim
25766,20356,1.22,sim
25764,14720,0.59,sim
25764,4062,1.25,sim
25764,19576,1.33,sim
25764,7259,1.35,sim
25764,24623,1.7,sim
25764,24625,1.7,sim
25764,15519,1.74,sim
25764,25756,1.74,sim
25764,21101,1.75,sim
25762,25760,0.05,sim
25762,6389,1.57,sim
25762,13070,1.58,sim
25762,439,1.59,sim
25762,18440,1.8,sim
25760,25762,0.05,sim
25760,13070,1.56,sim
25760,439,1.56,sim
25760,6389,1.57,sim
25760,18440,1.77,sim
25756,10855,0.68,sim
25756,14306,1.08,sim
25756,3856,1.14,sim
25756,24106,1.24,sim
25756,11434,1.35,sim
25756,11431,1.35,sim
25756,23067,1.39,sim
25756,12736,1.43,sim
25756,3557,1.45,sim
25755,18309,0.5,sim
25755,25644,1.75,sim
25753,8724,1.12,sim
25753,7379,1.56,sim
25753,18095,1.91,sim
25752,3167,1.63,sim
25751,24577,0.59,sim
25751,1167,0.59,sim
25751,24059,0.63,sim
25751,21227,0.63,sim
25751,7419,0.63,sim
25751,4027,0.64,sim
25751,11599,0.64,sim
25751,4029,0.64,sim
25751,16857,0.64,sim
25750,1622,0.76,sim
25750,17088,0.76,sim
25748,7106,1.05,sim
25748,18174,1.08,sim
25748,10125,1.09,sim
25748,1549,1.1,sim
25748,3338,1.39,sim
25748,10692,1.44,sim
25748,10434,1.44,sim
25748,1556,1.44,sim
25748,9567,1.48,sim
25746,18545,0.82,sim
25746,4872,0.87,sim
25746,16253,0.87,sim
25746,10366,1.04,sim
25746,71,1.04,sim
25746,168,1.04,sim
25746,10370,1.04,sim
25746,20436,1.04,sim
25746,22813,1.04,sim
25745,17089,0.0,same
25745,1623,0.0,same
25745,25743,0.0,same
25745,11589,0.3,sim
25745,16847,0.3,sim
25745,21227,0.42,sim
25745,24059,0.47,sim
25745,24577,0.54,sim
25745,7419,0.57,sim
25744,6114,1.26,sim
25744,1362,1.26,sim
25744,23391,1.34,sim
25744,21500,1.34,sim
25744,8037,1.38,sim
25744,24250,1.61,sim
25744,17094,1.66,sim
25744,1628,1.66,sim
25744,5545,1.71,sim
25742,17094,0.75,sim
25742,1628,0.75,sim
25742,21510,1.49,sim
25742,23401,1.49,sim
25742,6169,1.79,sim
25742,6161,1.79,sim
25742,6163,1.79,sim
25742,6114,1.85,sim
25742,1362,1.85,sim
25741,2114,1.28,sim
25740,4722,1.55,sim
25739,25733,0.0,same
25739,8119,0.17,sim
25739,24738,0.23,sim
25739,15406,0.23,sim
25739,11855,0.23,sim
25739,2550,0.23,sim
25739,10994,0.23,sim
25739,8126,0.28,sim
25739,8121,0.28,sim
25738,2490,0.0,same
25738,859,0.0,same
25738,2789,0.0,same
25738,25734,0.0,same
25738,2499,0.0,same
25738,16313,0.0,same
25738,89,0.0,same
25738,16136,0.0,same
25738,2485,0.0,same
25737,792,0.15,sim
25737,8128,0.15,sim
25737,17589,0.23,sim
25737,4823,0.23,sim
25737,17913,0.23,sim
25737,13135,0.23,sim
25737,1855,0.23,sim
25737,12094,0.26,sim
25737,795,0.27,sim
25736,25731,0.0,same
25736,7292,0.86,sim
25736,7297,1.04,sim
25736,10231,1.21,sim
25736,24261,1.21,sim
25736,1380,1.23,sim
25736,7510,1.32,sim
25736,24281,1.38,sim
25736,20719,1.38,sim
25729,15157,0.05,sim
25729,17055,0.07,sim
25729,17465,0.11,sim
25729,17469,0.11,sim
25729,10642,0.14,sim
25729,8325,0.14,sim
25729,13079,0.14,sim
25729,5332,0.15,sim
25729,20785,0.15,sim
25728,7495,0.34,sim
25728,9874,0.34,sim
25728,9443,0.59,sim
25728,4425,0.59,sim
25728,21011,0.59,sim
25728,11462,0.76,sim
25728,22795,0.84,sim
25728,762,0.9,sim
25728,58,0.9,sim
25727,25726,0.0,same
25727,9140,0.0,same
25727,7361,0.0,same
25727,7357,0.42,sim
25727,11447,0.64,sim
25727,11448,0.64,sim
25727,11452,0.64,sim
25727,11443,0.64,sim
25727,11459,0.64,sim
25725,755,0.59,sim
25725,24246,1.01,sim
25725,9143,1.02,sim
25725,9149,1.02,sim
25725,9146,1.02,sim
25725,9443,1.13,sim
25725,11442,1.18,sim
25725,18176,1.28,sim
25725,6600,1.32,sim
25724,24628,0.34,sim
25724,21452,0.55,sim
25724,14763,0.6,sim
25724,2185,0.72,sim
25724,23973,0.73,sim
25724,1706,0.78,sim
25724,22629,0.78,sim
25724,8930,0.78,sim
25724,6379,0.8,sim
25723,13307,0.0,same
25723,13319,0.0,same
25723,2791,0.0,same
25723,2794,0.0,same
25723,2783,0.0,same
25723,13309,0.0,same
25723,13321,0.0,same
25723,6382,0.0,same
25723,13355,0.0,same
25723,20216,0.0,same
25722,25718,0.36,sim
25722,22463,0.52,sim
25722,25715,0.53,sim
25722,22169,0.56,sim
25722,22163,0.56,sim
25722,25712,0.57,sim
25722,18845,0.59,sim
25722,4241,0.59,sim
25722,18849,0.59,sim
25721,4465,1.64,sim
25721,13231,1.81,sim
25721,12108,1.86,sim
25721,14509,1.88,sim
25720,3213,0.39,sim
25720,13366,0.39,sim
25720,10522,0.39,sim
25720,13376,0.39,sim
25720,20991,0.39,sim
25720,14983,0.39,sim
25720,19065,0.55,sim
25720,19061,0.55,sim
25720,17533,0.57,sim
25718,25722,0.36,sim
25718,22463,0.4,sim
25718,25712,0.51,sim
25718,25715,0.55,sim
25718,22169,0.56,sim
25718,22163,0.56,sim
25718,21103,0.57,sim
25718,4245,0.63,sim
25718,18845,0.63,sim
25717,7291,0.0,same
25717,14674,0.34,sim
25717,13358,0.34,sim
25717,22814,0.42,sim
25717,5126,0.42,sim
25717,20609,0.42,sim
25717,19747,0.42,sim
25717,20602,0.42,sim
25717,9747,0.42,sim
25715,22463,0.24,sim
25715,21103,0.24,sim
25715,22169,0.34,sim
25715,22163,0.34,sim
25715,9522,0.38,sim
25715,9517,0.38,sim
25715,910,0.39,sim
25715,18849,0.46,sim
25715,4245,0.46,sim
25714,10513,0.0,same
25714,5481,0.0,same
25714,24582,0.0,same
25714,1997,0.0,same
25714,11387,0.0,same
25714,10472,0.0,same
25714,11392,0.0,same
25714,22822,0.0,same
25714,19015,0.0,same
25712,18851,0.51,sim
25712,4247,0.51,sim
25712,18845,0.51,sim
25712,4245,0.51,sim
25712,18849,0.51,sim
25712,4241,0.51,sim
25712,25718,0.51,sim
25712,22463,0.52,sim
25712,25715,0.56,sim
25711,17527,1.2,sim
25711,18221,1.47,sim
25711,22763,1.66,sim
25711,11367,1.7,sim
25711,2749,1.93,sim
25711,9773,1.93,sim
25711,9771,1.93,sim
25709,13307,0.0,same
25709,13319,0.0,same
25709,2791,0.0,same
25709,2794,0.0,same
25709,2783,0.0,same
25709,13309,0.0,same
25709,13321,0.0,same
25709,6382,0.0,same
25709,13355,0.0,same
25709,20216,0.0,same
25707,1058,0.18,sim
25707,18829,0.38,sim
25707,15049,0.39,sim
25707,7459,0.4,sim
25707,17771,0.45,sim
25707,10144,0.47,sim
25707,23612,0.54,sim
25707,8255,0.58,sim
25707,19057,0.91,sim
25706,2149,0.46,sim
25706,10143,0.65,sim
25706,15048,1.03,sim
25706,7458,1.73,sim
25705,1056,0.0,same
25705,23610,0.42,sim
25705,7457,0.47,sim
25705,15047,0.54,sim
25705,2148,0.6,sim
25705,10142,0.65,sim
25705,8253,0.65,sim
25705,17769,0.68,sim
25705,16635,1.23,sim
25703,23608,0.75,sim
25703,10340,1.33,sim
25703,690,1.89,sim
25703,25180,1.89,sim
25702,2145,0.24,sim
25701,2146,0.31,sim
25701,7453,0.31,sim
25701,10138,0.31,sim
25701,7455,0.32,sim
25701,10140,0.32,sim
25701,2144,0.34,sim
25701,17764,0.34,sim
25701,8249,0.39,sim
25701,15045,0.39,sim
25699,7451,0.0,same
25699,23604,0.12,sim
25699,10136,0.25,sim
25699,15041,0.25,sim
25699,17762,0.25,sim
25699,2142,0.65,sim
25699,17100,1.13,sim
25699,20054,1.13,sim
25699,15740,1.13,sim
25698,3939,1.98,sim
25684,5864,1.57,sim
25684,10284,1.73,sim
25684,824,1.78,sim
25684,20713,1.86,sim
25684,17008,1.9,sim
25684,17323,1.92,sim
25684,5809,1.97,sim
25683,19405,0.0,same
25683,10456,0.0,same
25683,19413,0.0,same
25683,5265,0.0,same
25683,19723,0.31,sim
25683,15186,0.53,sim
25683,19718,0.59,sim
25683,19727,0.59,sim
25683,11986,0.59,sim
25680,21622,1.46,sim
25680,10551,1.72,sim
25680,25197,1.74,sim
25680,25194,1.74,sim
25680,25201,1.74,sim
25680,293,1.76,sim
25680,7179,1.8,sim
25680,14977,1.82,sim
25680,7173,1.94,sim
25674,309,0.9,sim
25674,22427,1.44,sim
25674,8919,1.45,sim
25674,8917,1.45,sim
25674,10602,1.49,sim
25674,25672,1.58,sim
25674,3774,1.63,sim
25674,10349,1.69,sim
25674,11925,1.77,sim
25673,19779,1.47,sim
25673,19285,1.77,sim
25673,18875,1.93,sim
25672,10602,1.04,sim
25672,8919,1.18,sim
25672,8917,1.18,sim
25672,14171,1.58,sim
25672,25674,1.58,sim
25672,24065,1.79,sim
25672,3774,1.81,sim
25672,5342,1.91,sim
25672,848,1.97,sim
25671,25667,0.63,sim
25671,13179,1.47,sim
25671,25660,1.75,sim
25671,25663,1.78,sim
25671,14397,1.8,sim
25671,6662,1.82,sim
25671,23403,1.85,sim
25671,10350,1.86,sim
25671,15213,1.86,sim
25670,6659,0.0,same
25670,8910,0.0,same
25670,19286,0.68,sim
25670,9951,0.72,sim
25670,9957,0.72,sim
25670,12950,0.93,sim
25670,9577,1.11,sim
25670,2246,1.18,sim
25670,12938,1.18,sim
25669,12177,0.0,same
25669,268,0.0,same
25669,16502,0.0,same
25669,12564,0.0,same
25669,24537,0.0,same
25669,9287,0.0,same
25669,22729,0.0,same
25669,3997,0.0,same
25669,21334,0.0,same
25669,5493,0.0,same
25668,25175,0.72,sim
25668,25663,1.29,sim
25668,20441,1.67,sim
25668,10605,1.67,sim
25668,3141,1.72,sim
25668,13469,1.79,sim
25668,5012,1.84,sim
25668,23403,1.85,sim
25668,6091,1.92,sim
25667,25671,0.63,sim
25667,23403,1.49,sim
25667,6662,1.51,sim
25667,13179,1.55,sim
25667,25660,1.56,sim
25667,25663,1.61,sim
25667,20441,1.67,sim
25667,23472,1.71,sim
25667,10361,1.71,sim
25665,8349,0.0,same
25665,11346,0.0,same
25665,1949,0.0,same
25665,19262,0.0,same
25665,751,0.0,same
25665,756,0.0,same
25665,6944,0.0,same
25665,8361,0.0,same
25665,5917,0.0,same
25665,23774,0.0,same
25663,25175,1.15,sim
25663,25668,1.29,sim
25663,25667,1.61,sim
25663,23403,1.73,sim
25663,25660,1.75,sim
25663,15217,1.75,sim
25663,25671,1.78,sim
25663,15762,1.93,sim
25663,2729,1.94,sim
25662,2246,1.02,sim
25662,12950,1.25,sim
25662,3425,1.28,sim
25662,8502,1.28,sim
25662,2266,1.39,sim
25662,12938,1.45,sim
25662,8910,1.45,sim
25662,6659,1.45,sim
25662,25670,1.45,sim
25661,19773,1.57,sim
25660,10605,1.14,sim
25660,8869,1.18,sim
25660,20441,1.36,sim
25660,6949,1.56,sim
25660,25667,1.56,sim
25660,4646,1.6,sim
25660,13179,1.61,sim
25660,15217,1.71,sim
25660,25663,1.75,sim
25659,6090,1.77,sim
25659,20951,1.77,sim
25659,12090,1.83,sim
25659,12099,1.83,sim
25659,18199,1.95,sim
25659,14208,1.95,sim
25659,23915,1.98,sim
25659,16738,1.99,sim
25658,25650,0.0,sim
25658,25656,0.0,sim
25658,22240,0.0,sim
25658,25648,0.0,sim
25658,2123,0.0,sim
25658,11023,0.0,sim
25658,25654,0.0,sim
25658,4492,0.0,sim
25657,25649,0.0,same
25657,25651,1.35,sim
25657,25653,1.74,sim
25657,25655,1.74,sim
25656,25650,0.0,same
25656,25658,0.0,sim
25656,2123,0.0,sim
25656,25648,0.0,sim
25656,22240,0.0,sim
25656,4492,0.0,sim
25656,25654,0.0,sim
25656,11023,0.0,sim
25655,25653,0.66,sim
25655,25651,1.14,sim
25655,25649,1.74,sim
25655,25657,1.74,sim
25654,4492,0.0,sim
25654,11023,0.0,sim
25654,25658,0.0,sim
25654,22240,0.0,sim
25654,25650,0.0,sim
25654,25656,0.0,sim
25654,2123,0.0,sim
25654,25648,0.0,sim
25653,25655,0.66,sim
25653,25651,1.14,sim
25653,25649,1.74,sim
25653,25657,1.74,sim
25651,25653,1.14,sim
25651,25655,1.14,sim
25651,25657,1.35,sim
25651,25649,1.35,sim
25648,25658,0.0,sim
25648,2123,0.0,sim
25648,25656,0.0,sim
25648,25650,0.0,sim
25648,22240,0.0,sim
25648,4492,0.0,sim
25648,11023,0.0,sim
25648,25654,0.0,sim
25647,6598,0.51,sim
25647,25646,0.79,sim
25647,6597,0.84,sim
25647,14293,1.03,sim
25647,11513,1.14,sim
25647,11515,1.17,sim
25647,18303,1.17,sim
25647,13871,1.17,sim
25647,22891,1.18,sim
25646,25647,0.79,sim
25646,6597,0.81,sim
25646,6599,0.9,sim
25646,11515,0.9,sim
25646,13871,0.9,sim
25646,18303,0.9,sim
25646,22891,0.92,sim
25646,11512,0.92,sim
25646,25399,0.93,sim
25645,15713,0.58,sim
25645,6917,0.86,sim
25645,7818,0.86,sim
25645,11234,0.86,sim
25645,19649,0.86,sim
25645,24219,0.86,sim
25645,2699,0.86,sim
25645,1276,0.86,sim
25645,4660,0.86,sim
25644,11395,1.38,sim
25644,18309,1.67,sim
25644,6989,1.7,sim
25644,25755,1.75,sim
25644,23236,1.8,sim
25644,22584,1.8,sim
25644,25128,1.87,sim
25644,12553,1.97,sim
25643,23112,0.78,sim
25643,15641,0.78,sim
25643,13667,0.85,sim
25643,22723,1.02,sim
25643,22713,1.02,sim
25643,23782,1.1,sim
25643,3961,1.13,sim
25643,12141,1.14,sim
25643,12146,1.14,sim
25641,15293,0.3,sim
25641,22222,0.4,sim
25641,13828,0.4,sim
25641,4933,0.4,sim
25641,471,0.47,sim
25641,469,0.47,sim
25641,11507,0.53,sim
25641,3055,0.64,sim
25641,22223,0.8,sim
25639,20250,0.0,same
25639,20247,0.0,same
25639,23800,0.5,sim
25639,2846,0.5,sim
25639,20926,0.63,sim
25639,15694,0.73,sim
25639,1187,0.73,sim
25639,16811,0.73,sim
25639,7002,0.73,sim
25638,21604,0.0,same
25638,6961,0.0,same
25638,6952,0.0,same
25638,18351,0.62,sim
25638,24254,0.77,sim
25638,7461,0.77,sim
25638,6956,0.79,sim
25638,23614,0.93,sim
25638,18156,0.96,sim
25637,4530,1.5,sim
25637,17635,1.6,sim
25637,20831,1.65,sim
25637,9166,1.66,sim
25637,7149,1.66,sim
25637,21164,1.68,sim
25637,14709,1.69,sim
25637,20393,1.69,sim
25637,23890,1.74,sim
25636,19688,0.0,same
25635,19687,0.0,same
25634,19686,0.0,same
25633,25629,0.0,same
25633,19685,0.0,same
25633,19682,0.0,same
25633,19681,0.0,same
25633,25630,0.0,same
25633,7631,1.54,sim
25633,15551,1.54,sim
25633,15547,1.54,sim
25633,14834,1.56,sim
25632,712,0.0,same
25632,25628,0.0,same
25632,18158,0.0,same
25632,25107,0.0,same
25632,968,0.0,same
25632,12184,0.0,same
25632,19680,0.0,same
25632,962,0.0,same
25632,23895,0.0,same
25632,7205,0.0,same
25631,19683,0.0,same
25631,19479,0.5,sim
25631,13372,0.8,sim
25631,13374,0.8,sim
25631,7008,0.91,sim
25631,7395,1.0,sim
25631,22668,1.0,sim
25631,23786,1.0,sim
25631,20781,1.09,sim
25627,19679,0.0,same
25626,25623,0.0,same
25626,19678,0.0,same
25626,25624,0.0,same
25626,19675,0.0,same
25626,19676,0.0,same
25626,19677,0.0,same
25626,25625,0.0,same
25622,14541,1.55,sim
25621,9189,0.0,same
25621,24527,0.0,same
25621,24519,0.0,same
25621,22816,0.0,same
25621,267,0.0,same
25621,12558,0.0,same
25621,1902,0.0,same
25621,12177,0.0,sim
25621,25669,0.0,sim
25620,21747,1.64,sim
25619,14695,1.32,sim
25619,2263,1.32,sim
25619,2265,1.32,sim
25619,2253,1.32,sim
25619,2243,1.32,sim
25619,21750,1.39,sim
25619,97,1.61,sim
25619,16144,1.61,sim
25619,9711,1.74,sim
25618,13307,0.0,same
25618,13319,0.0,same
25618,2791,0.0,same
25618,2794,0.0,same
25618,2783,0.0,same
25618,13309,0.0,same
25618,13321,0.0,same
25618,6382,0.0,same
25618,13355,0.0,same
25618,20216,0.0,same
25617,572,1.77,sim
25616,15421,0.0,same
25616,19710,0.0,same
25616,23483,0.0,same
25616,6614,0.0,same
25616,8138,0.0,same
25616,9385,0.0,same
25616,16295,0.0,same
25616,9752,0.0,same
25616,16300,0.0,same
25615,9606,0.0,same
25615,7077,0.0,same
25615,14679,0.0,same
25615,17619,0.0,same
25615,12567,0.0,same
25615,20608,0.0,same
25615,16994,0.0,same
25615,16285,0.0,same
25615,20764,0.0,same
25615,12560,0.0,same
25611,25602,0.0,same
25606,2678,0.0,same
25606,857,0.0,same
